Player,birthDate,Age
Starlyn Nunez,2005-10-10,19.53
Trennor O'Donnell,2001-06-06,23.87
Nathaniel Ochoa Leyva,2003-10-15,21.51
Joan Ogando,2004-05-23,20.91
Pierson Ohl,1999-09-10,25.61
Peyton Olejnik,2002-12-04,22.38
Kleiber Olmedo,2004-08-23,20.66
Diego Omana,2003-01-10,22.28
Steven Ondina,2002-03-30,23.06
Christian Oppor,2004-07-23,20.74
Raynerd Ortega,2005-07-08,19.78
Victor Ortega,2004-01-19,21.25
Deniel Ortiz,2004-08-24,20.65
German Ortiz,2004-08-02,20.71
JeanPierre Ortiz,2004-02-18,21.17
Jose Ortiz,2005-02-13,20.18
Fran Oschell III,2002-10-18,22.51
Hector Osorio,2005-04-06,20.04
Oswaldo Osorio,2005-04-12,20.02
Anyelo Ovando,2000-12-25,24.32
Adolfo Oviedo,2004-11-17,20.42
Avery Owusu-Asiedu,2003-06-16,21.85
Christopher Paciolla,2004-03-16,21.1
Liam Paddack,2003-07-23,21.74
Andrew Painter,2003-04-10,22.03
Twine Palmer,2004-08-31,20.64
Wilkin Paredes,2003-09-19,21.59
Yovannki Pascual,2002-08-04,22.71
Duncan Pastore,2000-05-27,24.9
Sterling Patick,2005-06-09,19.86
Andrew Patrick,2003-01-19,22.25
Nelfri Payano,2004-11-09,20.44
Braylon Payne,2006-08-14,18.68
Fernando Peguero,2004-12-27,20.31
Dameury Pena,2005-09-01,19.63
Daniel Pena,2005-03-09,20.11
Isaac Pena,2003-12-27,21.31
Jose Pena Jr.,2003-07-08,21.79
Luis Pena,2006-11-13,18.43
Yordalin Pena,2004-09-17,20.59
Dalton Pence,2002-08-28,22.64
Garrett Pennington,2000-10-15,24.51
Nick Peoples,2004-07-24,20.74
Adonys Perez,2003-10-10,21.53
Edgleen Perez,2006-05-25,18.9
Jose Perez,2004-03-12,21.11
Juan Perez,2004-09-22,20.57
Michael Perez,2002-09-05,22.62
Nicolas Perez,2004-09-20,20.58
Reylin Perez,2004-10-05,20.54
Yeri Perez,2004-10-16,20.51
Rafe Perich,2002-05-22,22.91
Carlton Perkins,2002-11-09,22.44
Vincent Perozo,2003-03-06,22.12
Kamdyn Perry,2005-08-09,19.7
Cole Peschl,2002-11-26,22.4
Drew Pestka,2004-05-18,20.92
Mathew Peters,2000-12-28,24.31
Ben Peterson,2001-08-18,23.67
Jorger Petri,2004-11-03,20.46
Cameron Pferrer,1998-12-18,26.34
Ryan Picollo,2002-04-25,22.99
Darlin Pinales,2002-08-28,22.64
Alen Pineda,2004-11-04,20.46
Esmith Pineda,2004-11-13,20.43
Pedro Pineda,2003-09-06,21.62
Luis Pino,2004-02-07,21.2
Nick Pinto,2000-06-22,24.83
Jose Pirela,2006-04-09,19.03
C.J. Pittaro,2001-10-16,23.51
Axiel Plaz,2005-08-12,19.69
Bryan Polanco,2001-09-12,23.6
Eybersson Polanco,2003-09-03,21.63
Narciso Polanco,2004-10-28,20.48
Natanael Polanco,2003-04-24,21.99
Chandler Pollard,2004-05-03,20.96
Brock Porter,2003-06-03,21.88
Ovis Portes,2004-12-03,20.38
Caden Powell,2003-10-24,21.49
Peyton Powell,2000-09-02,24.63
William Privette,2002-02-01,23.21
Dylan Questad,2004-11-02,20.46
Braden Quinn,2003-06-24,21.82
Adrian Quintana,2002-11-20,22.41
Roismar Quintana,2003-02-06,22.2
Cesar Quintas,2003-03-25,22.07
Eduardo Quintero,2005-09-16,19.59
Bryce Rainer,2005-07-03,19.8
Abrahan Ramirez,2004-10-08,20.53
Ramon Ramirez,2005-06-15,19.85
Eriandys Ramon,2003-01-07,22.28
Jose Ramos,2002-10-25,22.49
Raylin Ramos,2004-12-01,20.38
Josh Randall,2002-10-15,22.51
Bodi Rascon,2001-02-03,24.21
Elian Rayo,2003-03-04,22.13
Ryan Reckley,2004-09-06,20.62
Brayan Restituyo,2002-01-17,23.26
Anfernny Reyes,2004-02-23,21.16
Jean Reyes,2002-08-16,22.68
Jeremy Reyes,2006-01-11,19.27
Luis Reyes,2003-11-15,21.43
Luis Reyes,2005-10-13,19.52
Yeiker Reyes,2005-10-17,19.51
Cole Reynolds,2002-05-30,22.89
Erick Reynoso,2002-11-21,22.41
Juan Reynoso,2004-04-04,21.04
Brayden Risedorph,2003-07-30,21.72
Erik Ritchie,2003-06-22,21.83
Albert Rivas,2003-02-18,22.17
Bryan Rivera,2005-06-17,19.84
Yoander Rivero,2001-11-22,23.41
Liam Rocha,2002-05-08,22.95
Kyle Roche,2001-09-14,23.6
Victor Rodrigues,2004-09-23,20.57
Adrian Rodriguez,2003-10-21,21.5
Andy Rodriguez,2002-07-28,22.73
Christian Rodriguez,2004-10-12,20.52
David Rodriguez,2001-12-31,23.3
Eddy Rodriguez,2003-11-05,21.46
Raudi Rodriguez,2003-07-07,21.79
Gabriel Rodriguez,2003-11-20,21.42
Jeremy Rodriguez,2006-07-04,18.8
Jose Rodriguez,2005-06-10,19.86
Joseph Rodriguez,2003-01-04,22.29
Luis Rodriguez,2003-12-29,21.31
Miguel Rodriguez,2005-12-29,19.31
Moises Rodriguez,2002-03-03,23.13
Raimy Rodriguez,2005-07-16,19.76
Tyler Rodriguez,2006-02-08,19.2
Yendry Rojas,2005-01-27,20.23
Yenrri Rojas,2003-11-30,21.39
Angel Roman,2003-09-24,21.57
Nate Rombach,2000-11-26,24.4
Alfredo Romero,2003-06-27,21.82
Ivran Romero,2001-11-19,23.42
Dalvin Rosario,2000-06-15,24.85
Guillermo Rosario,2005-04-22,19.99
Julio Rosario,2002-07-12,22.77
Raymon Rosario,2005-06-06,19.87
Jackson Ross,2000-04-05,25.04
Michael Ross,2002-07-04,22.8
Tony Rossi,1999-07-07,25.79
Carson Rucker,2004-08-18,20.67
Jaden Rudd,2002-08-16,22.68
Poncho Ruiz,2002-02-23,23.15
Jorge Ruiz,2004-06-30,20.8
Jonalbert Rumbol,1998-11-11,26.44
Milo Rushford,2004-02-12,21.19
Stone Russell,2004-06-17,20.84
Carter Rustad,2001-04-23,23.99
Aaron Sabato,1999-06-04,25.88
Andrew Salas,2008-03-04,17.13
Braian Salazar,2005-06-12,19.85
Grabiel Salazar,2001-02-19,24.16
Kleyver Salazar,2006-05-01,18.97
R.J. Sales,2003-07-22,21.75
Dionmy Salon,2001-11-18,23.42
Logan Samuels,2002-02-18,23.17
Andre Sanchez,2003-02-05,22.2
Brian Sanchez,2004-07-04,20.79
Carlos Sanchez,2005-01-12,20.27
Carlos Sanchez,2004-09-20,20.58
Junior Sanchez,2005-09-16,19.59
Justin Sanchez,2003-10-11,21.52
Luis Sanchez,2004-01-16,21.26
Samuel Sanchez,2005-10-21,19.5
Steven Sanchez,2003-08-19,21.67
Yosber Sanchez,2001-05-22,23.91
Michael Sansone,1999-11-10,25.44
Cristian Santana,2003-11-25,21.4
Ruben Santana,2005-02-16,20.17
Casey Saucke,2003-07-24,21.74
Jason Savacool,2002-05-21,22.92
Nate Savino,2002-01-24,23.24
Caden Scarborough,2005-04-01,20.05
Calvin Schapira,1999-10-07,25.54
Dominic Scheffler,2004-07-27,20.73
Jason Schiavone,2003-03-19,22.09
Ryan Schiefer,2003-08-19,21.67
Rafe Schlesinger,2003-01-22,22.24
Cole Schoenwetter,2004-10-01,20.55
Jay Schueler,2001-06-05,23.87
JT Schwartz,1999-12-17,25.34
Brett Sears,2000-05-02,24.97
Zander Sechrist,2002-03-14,23.1
Enrique Segura,2004-12-19,20.33
Jack Seppings,2002-07-03,22.8
Leonel Sequera,2005-08-06,19.7
Elian Serrata,2002-01-27,23.23
Brian Serven,1995-05-05,29.96
Jhonny Severino,2004-11-08,20.45
Tzu-Chen Sha,2003-10-15,21.51
Sam Shaw,2005-02-26,20.15
Blake Shepardson,2003-07-06,21.79
Wooyeoul Shin,2001-12-30,23.3
Jake Shirk,2002-06-05,22.87
Kodey Shojinaga,2003-02-22,22.16
Gabriel Silva,2003-12-10,21.36
Johan Simon,2001-07-01,23.8
Hale Sims,1999-08-30,25.64
Justin Sinibaldi,2002-03-03,23.13
Luke Sinnard,2002-10-21,22.5
Jean Carlos Sio,2004-04-03,21.05
Mike Sirota,2003-06-16,21.85
Cameron Sisneros,2001-06-01,23.89
Ryan Slater,2002-05-23,22.91
Ethan Sloan,2002-08-04,22.71
Ryan Sloan,2006-01-29,19.22
Burch Smith,1990-04-12,35.02
David Smith,2001-02-20,24.16
Ryan Smith,2002-11-15,22.43
Travis Smith,2002-11-09,22.44
Trey Snyder,2005-09-21,19.58
Jack Sokol,2001-12-17,23.34
Yassel Soler,2006-01-26,19.23
Nolan Sparks,2002-08-12,22.69
Brayden Spears,2001-02-27,24.14
Lucas Spence,2003-01-27,22.23
Shea Sprague,2003-01-03,22.29
Jared Sprague-Lott,2001-10-10,23.53
Jordan Sprinkle,2001-03-06,24.12
Austin St. Laurent,2002-07-13,22.77
Sammy Stafura,2004-11-15,20.43
Gage Stanifer,2003-11-18,21.42
Tyler Stasiowski,2001-08-13,23.69
Jake Steels,2002-06-17,22.84
Conor Steinbaugh,1999-05-22,25.91
Khal Stephen,2002-12-21,22.33
Owen Stevenson,2002-09-01,22.63
Brock Stewart,1991-10-03,33.55
Luke Stofel,2001-11-25,23.4
Jackson Strong,2003-08-26,21.65
Sam Stuhr,2002-08-08,22.7
Peyton Stumbo,2002-06-28,22.81
Jose Suarez,2004-08-09,20.7
Ranger Suarez,1995-08-26,29.65
Sean Sullivan,2000-10-02,24.55
Colin Summerhill,2001-08-04,23.71
Anderson Suriel,2003-04-11,22.03
Carson Swilling,2002-01-09,23.28
Tyler Switalski,2003-06-18,21.84
Logan Tabeling,2001-08-21,23.66
Luke Taggart,1997-10-10,27.53
Eduardo Tait,2006-08-27,18.65
Noah Takacs,2002-04-09,23.03
Thomas Takayoshi,2001-03-20,24.08
Carlos Tavares,2005-09-17,19.59
Braylin Tavera,2005-02-19,20.16
Will Taylor,2003-01-10,22.28
Kavares Tears,2002-08-25,22.65
Dylan Tebrake,1999-07-13,25.77
Clevari Tejada,2004-09-23,20.57
Joaquin Tejada,2003-07-16,21.76
Yoel Tejeda Jr.,2003-07-08,21.79
Raider Tello,2001-02-25,24.15
Felix Tena,2003-09-27,21.56
Saul Teran,2002-03-20,23.09
Francis Texido,2005-04-01,20.05
Jay Thomason,2002-04-11,23.03
Benny Thompson,2002-01-17,23.26
Bennett Thompson,2002-12-16,22.34
Brandt Thompson,2002-07-04,22.8
Brock Tibbitts,2002-10-04,22.54
Matt Tiberia,2002-06-12,22.86
Shay Timmer,2002-07-17,22.76
Josh Timmerman,2002-08-04,22.71
Riskiel Tineo,2003-02-27,22.14
Jeral Toledo,2003-01-22,22.24
Erik Tolman,1999-06-03,25.88
Tucker Toman,2003-11-12,21.44
Michael Tonkin,1989-11-19,35.42
Marshall Toole,2003-03-17,22.09
Marcos Torres,2004-09-30,20.55
Wande Torres,2005-01-31,20.22
Alonzo Tredwell,2002-05-08,22.95
Justin Trimble,2003-06-21,21.83
Donny Troconis,2005-10-12,19.52
Eli Trop,2002-05-04,22.96
Kedaur Trujillo,2004-03-02,21.13
Zack Tukis,2002-09-10,22.61
Trent Turzenski,2001-05-11,23.94
Brady Tygart,2003-01-12,22.27
Fidel Ulloa,2003-01-03,22.29
Hyungchan Um,2004-04-24,20.99
Grant Umberger,2001-10-14,23.52
Jose Urbina,2005-11-02,19.46
Engelth Urena,2004-08-17,20.67
Isaias Uribe,2002-08-13,22.69
Cole Urman,2001-07-28,23.73
Jonawel Valdez,2004-03-19,21.09
Kevin Valdez,2001-11-13,23.43
Malvin Valdez,2003-10-14,21.52
Miguel Valdez,2003-08-01,21.72
Esmil Valencia,2005-10-09,19.53
Jefferson Valladares,2002-05-30,22.89
Andres Valor,2005-11-08,19.45
Michael Valverde,2002-12-07,22.37
Ricky Vanasco,1998-10-13,26.52
Logan Van Treeck,2000-12-26,24.31
Cristhian Vaquero,2004-09-13,20.6
Joendry Vargas,2005-11-08,19.45
Marco Vargas,2005-05-14,19.93
Yeferson Vargas,2004-08-04,20.71
Will Varmette,2003-02-28,22.14
Daulton Varsho,1996-07-02,28.8
Kevin Vaupel,2001-08-03,23.71
Chris Veach,2001-11-21,23.41
Alfredo Velasquez,2004-09-30,20.55
Manuel Veloz,2001-01-28,24.22
Dervy Ventura,2004-01-20,21.25
Ryan Verdugo,2003-01-26,22.23
Cade Vernon,2002-01-17,23.26
Ben Vespi,2001-05-28,23.9
Michael Vilchez,2004-06-03,20.88
Jancel Villarroel,2005-01-17,20.25
Kevin Villavicencio,2003-11-24,21.4
Diego Viloria,2003-02-23,22.15
Colton Vincent,2000-01-25,25.23
Caden Vire,2003-09-09,21.61
Jeral Vizcaino,2002-01-07,23.28
Jayden Voelker,2003-02-13,22.18
Joe Vogatsky,2001-12-27,23.31
Reece Walling,2003-09-22,21.58
Yannic Walther,2004-04-12,21.02
Cam Walty,2002-05-14,22.93
Jaren Warwick,2001-10-10,23.53
Curtis Washington Jr.,2000-05-22,24.91
Michael Watson,2002-06-18,22.84
Will Watson,2002-11-07,22.45
Kasen Wells,2003-08-08,21.7
JP Wheat,2002-08-03,22.71
Conner Whittaker,2003-06-30,21.81
Connor Wietgrefe,2002-06-06,22.87
Trace Willhoite,2000-11-17,24.42
Junior William,2000-03-06,25.12
Chris Williams Jr.,2000-03-03,25.13
A.J. Wilson,2000-12-17,24.34
Paul Wilson,2004-12-11,20.36
Ryan Wilson,2002-01-12,23.27
Tyler Wilson,2002-07-10,22.78
Weston Wilson,1994-09-11,30.61
John Wimmer,2005-03-21,20.08
George Wolkow,2006-01-11,19.27
Blake Wolters,2004-10-25,20.48
Jordan Woods,2003-11-13,21.43
Christian Worley,2002-06-14,22.85
Blake Wright,2002-02-12,23.18
Jakob Wright,2003-05-30,21.89
Hiro Wyatt,2004-08-25,20.65
Kai Wynyard,2002-06-22,22.83
Evan Yates,2002-09-17,22.59
Trey Yesavage,2003-07-28,21.73
Nelfy Ynfante,2005-02-01,20.21
Jack Young,2002-01-25,23.23
Jared Young,1995-07-09,29.78
Natanael Yuten,2004-10-09,20.53
Mario Zabala,2002-05-08,22.95
Cole Zaffiro,2002-05-15,22.93
Deyer Zapata,2003-12-04,21.38
Christian Zazueta,2004-10-07,20.53
Jacob Zibin,2005-01-30,20.22
Gage Ziehl,2003-05-15,21.93
Donovan Zsak,2003-07-12,21.77
